"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Name 1","Old Health Facility Name 2","Old Health Facility Name 3","Facility Major Type","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Service Capability","Bed Capacity","Licensing Status","License Validity Date"
"DOH000000000008879","8879","MILAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","JAMINDAN","0601906000","MILAN","0601906021","5808","","","","","","","","0"," ",""
"DOH000000000008142","8142","MILIBILI BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","CITY OF ROXAS (CAPITAL)","0601914000","MILIBILI","0601914039","5800","","","","","","","","0"," ",""
"DOH000000000009709","9709","MILLAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","GUIMARAS","0607900000","SIBUNAG","0607905000","MILLAN","0607905008","5048","","","","","","","","0"," ",""
"DOH000000000002354","2354","MINA MUNICIPAL PRIMARY HEALTH CARE FACILITY","MINA RURAL HEALTH UNIT","","","Health Facility","Rural Health Unit","Government","Local Government Unit","","PATARATA STREET","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","MINA","0603031000","MINA WEST (POB.)","0603031013","5032","+63 335309377","","","rhumina@yahoo.com","","","","0","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2025"
"DOH000000000018856","18856","MOBO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","KALIBO (CAPITAL)","0600407000","MOBO","0600407011","5600","036 272-1352","","","","","","","0"," ",""
"DOH000000000018570","18570","MOHON BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","OSMENA STREET","","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","MOHON","0631000109","5000","+63 333252908","","","arevalohealthcenterc@yahoo.com","maloubucquial64@gmail.com","","","0"," ",""
"DOH000000000042745","42745","MOJON BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SAN JOSE (CAPITAL)","0600613000","MOJON","0600613025","","","","","mhosanjose06@gmail.com","","","","0"," ",""
"DOH000000000045656","45656","MOJON BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","BELISON","0600603000","MOJON","0600603007","5701","","","","","","","","0"," ",""
"DOH000000000023865","23865","MOLET BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","JAMINDAN","0601906000","MOLET","0601906022","5808","","","","","","","","0"," ",""
"DOH000000000006388","6388","MOLO DISTRICT HEALTH CENTER","MOLO MAIN HEALTH CENTER","MOLO DISTRICT HEALTH OFFICE","","Health Facility","Rural Health Unit","Government","Local Government Unit","","LOPEZ JAENA STREET","","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","KATILINGBAN","0631000080","5000","+63 333211462","","+63 333374609","molo_health_center2011@yahoo.com","mjoyrapadas@yahoo.com","","","0","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2026"
"DOH000000000002044","2044","MONGPONG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","CITY OF ROXAS (CAPITAL)","0601914000","MONGPONG","0601914040","5800","","","","","","","","0"," ",""
"DOH000000000023886","23886","MONTEFLOR BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","PILAR","0601911000","MONTEFLOR","0601911010","5804"," "," "," "," "," "," ","","0"," ",""
"DOH000000000009560","9560","MONTPILLER BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","GUIMARAS","0607900000","BUENAVISTA","0607901000","MONTPILLER","0607901017","5044","","","","","","","","0"," ",""
"DOH000000000019368","19368","MORALES BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","BALETE","0600402000","MORALES","0600402009","5614"," "," "," "," "," "," ","","0"," ",""
"DOH000000000018612","18612","MOROBORO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","DINGLE","0603016000","MOROBORO","0603016020","5035","+63 333510511","","","","","","","0"," ",""
"DOH000000000009580","9580","MOROBUAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","GUIMARAS","0607900000","JORDAN (CAPITAL)","0607902000","MOROBUAN","0607902020","5045","","","","","","","","0"," ",""
"DOH000000000001575","1575","MOSTRO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","PROPER","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","ANILAO","0603003000","MOSTRO","0603003012","5009","+63 333620404","","+63 333620401","","","","","0"," ",""
"DOH000000000018663","18663","MUELLE LONEY BARANGAY HEALTH STATION","MUELLE LONEY-MONTES BARANGAY HEALTH STATION","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","BLUMENTRITT STREET","N/A","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","MUELLE LONEY-MONTES","0631000113","5000","(033) 337 0223","","","storosariohc@gmail.com","storosarioabtc@gmail.com","","","0"," ",""
"DOH000000000018514","18514","MULAPULA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","CITY OF PASSI","0603035000","MULAPULA","0603035035","5037","033-311-5046","","","passicity_healthoffice@yahoo.com","dohro6hrh.passicity@gmail.com","","","0"," ",""
"DOH000000000045730","45730","NABA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","CULASI","0600606000","NABA","0600606028","5708","2778704","","","","","","","0"," ",""
"DOH000000000005851","5851","NABAS PRIMARY HEALTH CARE FACILITY","NABAS RURAL HEALTH UNIT","","","Health Facility","Rural Health Unit","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","NABAS","0600414000","POBLACION","0600414015","5607","+63 362891114","+63 362891459","+63 362895607","rhunabas@yahoo.com","","","","0","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2026"
"DOH000000000018433","18433","NABITASAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","LEGANES","0603026000","NABITASAN","0603026016","5003","","","","miglegaspi@yahoo.com","","","","0"," ",""
"DOH000000000018674","18674","NABITASAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","HECHANOVA STREET","","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","NABITASAN","0631000114","5000","+63 333250954","","","ldhc_iloilo@yahoo.com","","","","0"," ",""
"DOH000000000017008","17008","NACLUB BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","MIAGAO","0603030000","NACLUB","0603030078","5023","","","","","","","","0"," ",""
"DOH000000000003549","3549","NAGBA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","CUARTERO","0601901000","NAGBA","0601901016","5811","","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000014484","14484","NAGBANGI I BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SAN REMIGIO","0600614000","NAGBANGI I","0600614030","5714","","","","","","","","0"," ",""
"DOH000000000046073","46073","NAGBANGI II BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SAN REMIGIO","0600614000","NAGBANGI II","0600614031","5714","","","","","","","","0"," ",""
"DOH000000000013879","13879","NAGDAYAO BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SIBALOM","0600616000","NAGDAYAO","0600616050","5713"," "," "," "," "," "," ","","0"," ",""
"DOH000000000014400","14400","NAGSUBUAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","TOBIAS FORNIER","0600607000","NAGSUBUAN","0600607035","5716","","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000045853","45853","NAGSUBUAN BARANGAY HEALTH STATION AND BIRTHING CLINIC","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","TOBIAS FORNIER","0600607000","NAGSUBUAN","0600607035","5716","","","","","","","","0"," ",""
"DOH000000000016291","16291","NAGSULANG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","LEMERY","0603027000","NAGSULANG","0603027016","5043","","","","","","","","0"," ",""
"DOH000000000017231","17231","NAHAPAY BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","GUIMBAL","0603020000","NAHAPAY","0603020024","5022","","","","basco.arlyn11@yahoo.com","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000019179","19179","NAILE BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","IBAJAY","0600406000","NAILE","0600406020","5613","","","","","","","","0"," ",""
"DOH000000000019186","19186","NAISUD BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","IBAJAY","0600406000","NAISUD","0600406021","5613","","","","","","","","0"," ",""
"DOH000000000005473","5473","NAJUS-AN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","MAMBUSAO","0601908000","NAJUS-AN","0601908018","5807","","","","","","","","0"," ",""
"DOH000000000045663","45663","NALIHAWAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","SITIO MIACTON","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","HAMTIC","0600608000","NALIHAWAN","0600608036","5715","","","","","","","","0"," ",""
"DOH000000000018892","18892","NALOOK BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","KALIBO (CAPITAL)","0600407000","NALOOK","0600407012","5600","(036) 272-7945","","","","","","","0"," ",""
"DOH000000000017886","17886","NALUMSAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","PUROK 4","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","CARLES","0603014000","NALUMSAN","0603014026","5019","","","","brgynalumsan25@gmail.com","","","","0"," ",""
"DOH000000000017198","17198","NALUNDAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","GUIMBAL","0603020000","NALUNDAN","0603020025","5022","","","","kaegesulgon@gmail.com","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000017439","17439","NAMOCON BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","TIGBAUAN","0603045000","NAMOCON","0603045041","5021","","","","","","","","0"," ",""
"DOH000000000007675","7675","NANGA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","GUIMBAL","0603020000","NANGA","0603020026","5022","","","","percival_girado@yahoo.com","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000009724","9724","NAPANDONG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","GUIMARAS","0607900000","NUEVA VALENCIA","0607903000","NAPANDONG","0607903013","5046","","","","","","","","0"," ",""
"DOH000000000020919","20919","NAPNAPAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","TIGBAUAN","0603045000","NAPNAPAN SUR","0603045043","5021","","","","","","","","0"," ",""
"DOH000000000018430","18430","NAPNUD BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","LEGANES","0603026000","NAPNUD","0603026017","5003","","","","marialyquiros810@gmail.com","","","","0"," ",""
"DOH000000000018716","18716","NAPTI BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","BATAN","0600404000","NAPTI","0600404016","5615"," "," "," "," "," "," ","","0"," ",""
"DOH000000000045857","45857","NAPUID BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","PANDAN","0600611000","NAPUID","0600611022","5712","","","","rhu_pandan@yahoo.com","","","","0"," ",""
